number,Single Thread,ThreadPoolExecutor,multiprocessing_Pool,multiprocessing_Process_Queue
86,0,0,0,0
843,0,0,0,0
582,0,0,0,0
837,0,0,0,0
658,0,0,0,0
267,0,0,0,0
83,1,1,1,1
714,0,0,0,0
214,0,0,0,0
907,1,1,1,0
75,0,0,0,1
86,0,0,0,0
869,0,0,0,0
582,0,0,0,0
884,0,0,0,0
770,0,0,0,0
381,0,0,0,0
64,0,0,0,0
876,0,0,0,0
679,0,0,0,0
333,0,0,0,0
978,0,0,0,0
34,0,0,0,0
383,1,1,1,1
277,1,1,1,1
992,0,0,0,0
374,0,0,0,0
315,0,0,0,0
680,0,0,0,0
279,0,0,0,0
363,0,0,0,0
82,0,0,0,0
249,0,0,0,0
955,0,0,0,0
628,0,0,0,0
941,1,1,1,1
339,0,0,0,0
83,1,1,1,1
99,0,0,0,0
251,1,1,1,0
416,0,0,0,1
237,0,0,0,0
859,1,1,1,1
801,0,0,0,0
48,0,0,0,0
307,1,1,1,1
377,0,0,0,0
956,0,0,0,0
9,0,0,0,0
792,0,0,0,0
571,1,1,1,1
6,0,0,0,0
828,0,0,0,0
938,0,0,0,0
973,0,0,0,0
459,0,0,0,0
15,0,0,0,0
616,0,0,0,0
784,0,0,0,0
135,0,0,0,0
695,0,0,0,0
960,0,0,0,0
134,0,0,0,0
422,0,0,0,0
691,1,1,1,1
142,0,0,0,0
938,0,0,0,0
132,0,0,0,0
591,0,0,0,0
468,0,0,0,0
497,0,0,0,0
67,1,1,1,1
320,0,0,0,0
962,0,0,0,0
928,0,0,0,0
426,0,0,0,0
616,0,0,0,0
654,0,0,0,0
237,0,0,0,0
356,0,0,0,0
791,0,0,0,0
180,0,0,0,0
722,0,0,0,0
83,1,1,1,1
651,0,0,0,0
577,1,1,1,1
734,0,0,0,0
864,0,0,0,0
439,1,1,1,1
324,0,0,0,0
988,0,0,0,1
907,1,1,1,0
747,0,0,0,0
732,0,0,0,0
105,0,0,0,0
598,0,0,0,0
246,0,0,0,0
573,0,0,0,0
612,0,0,0,1
727,1,1,1,0
161,0,0,0,0
167,1,1,1,1
567,0,0,0,1
308,0,0,0,0
557,1,1,1,0
473,0,0,0,0
624,0,0,0,0
684,0,0,0,0
777,0,0,0,0
963,0,0,0,0
526,0,0,0,1
757,1,1,1,0
441,0,0,0,1
19,1,1,1,1
797,1,1,1,0
584,0,0,0,0
249,0,0,0,0
790,0,0,0,0
815,0,0,0,0
207,0,0,0,0
251,1,1,1,1
879,0,0,0,0
454,0,0,0,0
440,0,0,0,0
426,0,0,0,0
635,0,0,0,0
118,0,0,0,0
996,0,0,0,0
883,1,1,1,1
907,1,1,1,0
744,0,0,0,1
268,0,0,0,0
684,0,0,0,0
556,0,0,0,0
456,0,0,0,0
973,0,0,0,0
663,0,0,0,0
759,0,0,0,0
474,0,0,0,0
568,0,0,0,0
122,0,0,0,0
524,0,0,0,0
712,0,0,0,0
740,0,0,0,0
677,1,1,1,1
631,1,1,1,1
655,0,0,0,0
348,0,0,0,0
32,0,0,0,0
3,1,1,1,1
123,0,0,0,0
804,0,0,0,0
510,0,0,0,0
617,1,1,1,0
820,0,0,0,1
117,0,0,0,0
98,0,0,0,0
214,0,0,0,0
879,0,0,0,0
155,0,0,0,0
737,0,0,0,0
590,0,0,0,0
967,1,1,1,1
587,1,1,1,1
577,1,1,1,0
104,0,0,0,1
72,0,0,0,0
483,0,0,0,0
547,1,1,1,1
588,0,0,0,0
250,0,0,0,0
58,0,0,0,0
713,0,0,0,0
779,0,0,0,0
68,0,0,0,0
430,0,0,0,0
508,0,0,0,0
335,0,0,0,0
790,0,0,0,0
719,1,1,1,1
127,1,1,1,1
840,0,0,0,0
422,0,0,0,0
650,0,0,0,1
424,0,0,0,0
31,1,1,1,0
4,0,0,0,0
590,0,0,0,1
167,1,1,1,0
325,0,0,0,0
915,0,0,0,0
778,0,0,0,0
759,0,0,0,0
287,0,0,0,0
77,0,0,0,0
742,0,0,0,0
852,0,0,0,0
582,0,0,0,0
392,0,0,0,0
208,0,0,0,0
168,0,0,0,0
767,0,0,0,0
762,0,0,0,0
97,1,1,1,0
646,0,0,0,1
501,0,0,0,0
101,1,1,1,0
12,0,0,0,1
625,0,0,0,0
807,0,0,0,0
692,0,0,0,0
372,0,0,0,0
512,0,0,0,0
525,0,0,0,0
461,1,1,1,1
663,0,0,0,0
974,0,0,0,0
881,1,1,1,1
994,0,0,0,0
927,0,0,0,0
923,0,0,0,0
545,0,0,0,0
867,0,0,0,0
232,0,0,0,0
791,0,0,0,0
875,0,0,0,0
506,0,0,0,0
142,0,0,0,0
195,0,0,0,0
400,0,0,0,0
837,0,0,0,0
559,0,0,0,0
875,0,0,0,0
26,0,0,0,0
167,1,1,1,1
284,0,0,0,0
681,0,0,0,0
637,0,0,0,0
99,0,0,0,0
758,0,0,0,0
496,0,0,0,0
720,0,0,0,0
256,0,0,0,0
590,0,0,0,0
950,0,0,0,0
437,0,0,0,0
383,1,1,1,1
746,0,0,0,0
913,0,0,0,0
241,1,1,1,1
127,1,1,1,1
103,1,1,1,1
424,0,0,0,0
777,0,0,0,0
342,0,0,0,0
183,0,0,0,0
572,0,0,0,0
606,0,0,0,0
234,0,0,0,0
352,0,0,0,0
171,0,0,0,0
474,0,0,0,0
236,0,0,0,0
883,1,1,1,1
510,0,0,0,0
496,0,0,0,0
430,0,0,0,0
632,0,0,0,0
96,0,0,0,0
104,0,0,0,0
887,1,1,1,0
240,0,0,0,1
140,0,0,0,0
913,0,0,0,0
118,0,0,0,0
629,0,0,0,0
704,0,0,0,0
279,0,0,0,0
961,0,0,0,0
315,0,0,0,0
905,0,0,0,0
398,0,0,0,0
465,0,0,0,0
117,0,0,0,0
317,1,1,1,0
915,0,0,0,1
581,0,0,0,0
505,0,0,0,0
703,0,0,0,0
372,0,0,0,0
534,0,0,0,0
457,1,1,1,1
541,1,1,1,1
509,1,1,1,1
410,0,0,0,0
10,0,0,0,0
397,1,1,1,1
357,0,0,0,0
838,0,0,0,0
175,0,0,0,0
371,0,0,0,0
692,0,0,0,0
963,0,0,0,0
447,0,0,0,0
728,0,0,0,0
487,1,1,1,1
773,1,1,1,1
873,0,0,0,0
425,0,0,0,0
115,0,0,0,0
405,0,0,0,0
592,0,0,0,0
712,0,0,0,0
956,0,0,0,0
548,0,0,0,0
845,0,0,0,0
973,0,0,0,0
142,0,0,0,0
657,0,0,0,0
666,0,0,0,0
197,1,1,1,1
15,0,0,0,0
957,0,0,0,0
64,0,0,0,0
468,0,0,0,0
834,0,0,0,0
325,0,0,0,0
285,0,0,0,0
589,0,0,0,0
288,0,0,0,0
237,0,0,0,0
56,0,0,0,0
959,0,0,0,0
898,0,0,0,0
972,0,0,0,0
371,0,0,0,0
711,0,0,0,0
518,0,0,0,0
216,0,0,0,0
453,0,0,0,0
885,0,0,0,0
65,0,0,0,0
973,0,0,0,0
886,0,0,0,0
90,0,0,0,0
139,1,1,1,1
630,0,0,0,0
742,0,0,0,0
517,0,0,0,0
978,0,0,0,0
621,0,0,0,0
52,0,0,0,0
731,0,0,0,0
666,0,0,0,0
520,0,0,0,0
652,0,0,0,0
759,0,0,0,0
949,0,0,0,0
197,1,1,1,1
198,0,0,0,0
265,0,0,0,0
980,0,0,0,0
694,0,0,0,0
230,0,0,0,0
233,1,1,1,1
47,1,1,1,1
620,0,0,0,0
636,0,0,0,0
694,0,0,0,0
561,0,0,0,0
657,0,0,0,0
228,0,0,0,0
163,1,1,1,1
682,0,0,0,0
171,0,0,0,0
231,0,0,0,0
65,0,0,0,0
697,0,0,0,0
344,0,0,0,0
555,0,0,0,0
878,0,0,0,0
180,0,0,0,0
887,1,1,1,1
379,1,1,1,1
149,1,1,1,1
307,1,1,1,1
583,0,0,0,0
523,1,1,1,1
958,0,0,0,0
404,0,0,0,0
803,0,0,0,0
395,0,0,0,0
152,0,0,0,0
765,0,0,0,0
461,1,1,1,1
879,0,0,0,0
142,0,0,0,0
889,0,0,0,0
506,0,0,0,0
358,0,0,0,0
924,0,0,0,0
378,0,0,0,0
55,0,0,0,0
517,0,0,0,0
769,1,1,1,1
935,0,0,0,0
134,0,0,0,0
861,0,0,0,0
921,0,0,0,0
642,0,0,0,0
80,0,0,0,0
391,0,0,0,0
93,0,0,0,0
551,0,0,0,0
961,0,0,0,0
551,0,0,0,0
335,0,0,0,0
417,0,0,0,0
466,0,0,0,0
18,0,0,0,0
696,0,0,0,0
379,1,1,1,1
807,0,0,0,0
217,0,0,0,0
740,0,0,0,0
285,0,0,0,0
941,1,1,1,0
944,0,0,0,1
777,0,0,0,0
900,0,0,0,0
708,0,0,0,0
91,0,0,0,0
25,0,0,0,0
562,0,0,0,0
578,0,0,0,0
78,0,0,0,0
173,1,1,1,1
321,0,0,0,0
111,0,0,0,0
505,0,0,0,0
306,0,0,0,0
459,0,0,0,0
337,1,1,1,1
269,1,1,1,1
124,0,0,0,0
572,0,0,0,0
716,0,0,0,0
771,0,0,0,0
263,1,1,1,1
991,1,1,1,1
355,0,0,0,0
175,0,0,0,0
734,0,0,0,0
555,0,0,0,0
106,0,0,0,0
729,0,0,0,0
312,0,0,0,0
801,0,0,0,0
756,0,0,0,0
525,0,0,0,0
372,0,0,0,0
716,0,0,0,0
152,0,0,0,0
335,0,0,0,0
344,0,0,0,0
862,0,0,0,0
767,0,0,0,0
698,0,0,0,0
236,0,0,0,0
427,0,0,0,0
811,1,1,1,1
442,0,0,0,0
106,0,0,0,0
973,0,0,0,0
167,1,1,1,1
52,0,0,0,0
482,0,0,0,0
475,0,0,0,0
328,0,0,0,0
856,0,0,0,0
572,0,0,0,0
900,0,0,0,0
949,0,0,0,0
737,0,0,0,0
322,0,0,0,0
734,0,0,0,0
527,0,0,0,0
828,0,0,0,0
314,0,0,0,0
81,0,0,0,0
784,0,0,0,0
335,0,0,0,0
867,0,0,0,0
938,0,0,0,0
68,0,0,0,0
563,1,1,1,1
479,1,1,1,0
276,0,0,0,1
465,0,0,0,0
584,0,0,0,0
337,1,1,1,1
730,0,0,0,0
770,0,0,0,0
119,0,0,0,0
635,0,0,0,0
211,1,1,1,1
686,0,0,0,0
918,0,0,0,0
55,0,0,0,0
78,0,0,0,0
699,0,0,0,0
187,0,0,0,0
283,1,1,1,1
582,0,0,0,0
130,0,0,0,0
987,0,0,0,0
20,0,0,0,0
487,1,1,1,0
135,0,0,0,1
918,0,0,0,0
327,0,0,0,0
640,0,0,0,0
769,1,1,1,1
616,0,0,0,0
474,0,0,0,0
673,1,1,1,0
534,0,0,0,1
193,1,1,1,1
690,0,0,0,0
500,0,0,0,0
399,0,0,0,0
667,0,0,0,0
297,0,0,0,0
325,0,0,0,0
643,1,1,1,0
384,0,0,0,1
893,0,0,0,0
307,1,1,1,1
695,0,0,0,0
467,1,1,1,0
96,0,0,0,1
289,0,0,0,0
285,0,0,0,0
907,1,1,1,0
876,0,0,0,1
751,1,1,1,0
166,0,0,0,1
377,0,0,0,0
958,0,0,0,0
742,0,0,0,0
535,0,0,0,0
40,0,0,0,0
887,1,1,1,1
65,0,0,0,0
899,0,0,0,0
987,0,0,0,0
755,0,0,0,0
668,0,0,0,0
215,0,0,0,0
404,0,0,0,0
459,0,0,0,0
442,0,0,0,0
816,0,0,0,0
378,0,0,0,0
318,0,0,0,0
825,0,0,0,0
849,0,0,0,0
116,0,0,0,0
349,1,1,1,1
174,0,0,0,0
607,1,1,1,0
328,0,0,0,1
527,0,0,0,0
544,0,0,0,0
557,1,1,1,1
316,0,0,0,0
399,0,0,0,0
248,0,0,0,0
985,0,0,0,0
320,0,0,0,0
749,0,0,0,0
961,0,0,0,0
445,0,0,0,0
626,0,0,0,0
468,0,0,0,0
386,0,0,0,0
103,1,1,1,1
301,0,0,0,0
437,0,0,0,0
509,1,1,1,1
497,0,0,0,0
154,0,0,0,0
667,0,0,0,0
364,0,0,0,0
848,0,0,0,0
530,0,0,0,0
397,1,1,1,1
924,0,0,0,0
437,0,0,0,0
184,0,0,0,0
351,0,0,0,0
384,0,0,0,0
112,0,0,0,0
949,0,0,0,0
914,0,0,0,0
273,0,0,0,0
76,0,0,0,0
184,0,0,0,0
458,0,0,0,0
922,0,0,0,0
829,1,1,1,1
791,0,0,0,0
617,1,1,1,1
464,0,0,0,0
357,0,0,0,0
732,0,0,0,0
523,1,1,1,1
659,1,1,1,1
750,0,0,0,0
625,0,0,0,0
224,0,0,0,0
782,0,0,0,0
476,0,0,0,0
387,0,0,0,0
793,0,0,0,0
691,1,1,1,0
678,0,0,0,1
997,1,1,1,1
683,1,1,1,1
925,0,0,0,0
854,0,0,0,0
450,0,0,0,0
810,0,0,0,0
763,0,0,0,0
175,0,0,0,0
401,1,1,1,1
327,0,0,0,0
726,0,0,0,0
199,1,1,1,1
799,0,0,0,0
274,0,0,0,0
450,0,0,0,0
344,0,0,0,0
618,0,0,0,0
695,0,0,0,0
60,0,0,0,0
488,0,0,0,0
718,0,0,0,0
726,0,0,0,0
147,0,0,0,0
555,0,0,0,0
502,0,0,0,0
489,0,0,0,0
109,1,1,1,1
567,0,0,0,0
28,0,0,0,0
206,0,0,0,0
971,1,1,1,1
932,0,0,0,0
695,0,0,0,0
951,0,0,0,0
518,0,0,0,0
197,1,1,1,0
746,0,0,0,1
254,0,0,0,0
464,0,0,0,0
453,0,0,0,0
479,1,1,1,1
857,1,1,1,1
200,0,0,0,0
207,0,0,0,0
519,0,0,0,0
836,0,0,0,0
303,0,0,0,0
931,0,0,0,0
575,0,0,0,0
90,0,0,0,0
740,0,0,0,0
166,0,0,0,0
248,0,0,0,0
736,0,0,0,0
329,0,0,0,0
805,0,0,0,0
336,0,0,0,0
102,0,0,0,0
288,0,0,0,0
972,0,0,0,0
977,1,1,1,1
380,0,0,0,0
303,0,0,0,0
584,0,0,0,0
157,1,1,1,1
8,0,0,0,0
231,0,0,0,0
378,0,0,0,0
718,0,0,0,0
376,0,0,0,0
365,0,0,0,0
602,0,0,0,0
480,0,0,0,0
826,0,0,0,0
453,0,0,0,0
301,0,0,0,0
283,1,1,1,1
450,0,0,0,0
983,1,1,1,0
874,0,0,0,1
718,0,0,0,1
103,1,1,1,0
708,0,0,0,0
883,1,1,1,1
374,0,0,0,0
863,1,1,1,0
604,0,0,0,1
169,0,0,0,0
486,0,0,0,0
424,0,0,0,0
420,0,0,0,0
733,1,1,1,1
184,0,0,0,0
522,0,0,0,0
937,1,1,1,0
23,1,1,1,1
866,0,0,0,1
341,0,0,0,0
85,0,0,0,0
986,0,0,0,0
174,0,0,0,0
686,0,0,0,0
200,0,0,0,0
28,0,0,0,0
14,0,0,0,0
134,0,0,0,0
817,0,0,0,0
371,0,0,0,0
454,0,0,0,0
492,0,0,0,0
593,1,1,1,1
421,1,1,1,1
320,0,0,0,0
553,0,0,0,0
549,0,0,0,0
514,0,0,0,0
361,0,0,0,0
968,0,0,0,0
498,0,0,0,0
121,0,0,0,0
400,0,0,0,0
298,0,0,0,0
208,0,0,0,0
846,0,0,0,0
576,0,0,0,0
990,0,0,0,0
762,0,0,0,0
643,1,1,1,1
52,0,0,0,0
857,1,1,1,0
842,0,0,0,1
551,0,0,0,0
695,0,0,0,0
967,1,1,1,0
178,0,0,0,1
530,0,0,0,0
37,1,1,1,1
358,0,0,0,0
218,0,0,0,0
788,0,0,0,0
807,0,0,0,0
311,1,1,1,1
489,0,0,0,0
821,1,1,1,0
187,0,0,0,1
406,0,0,0,0
25,0,0,0,0
750,0,0,0,0
467,1,1,1,1
381,0,0,0,0
620,0,0,0,0
601,1,1,1,1
592,0,0,0,0
467,1,1,1,1
969,0,0,0,0
572,0,0,0,0
770,0,0,0,0
519,0,0,0,0
473,0,0,0,0
569,1,1,1,0
340,0,0,0,1
63,0,0,0,0
915,0,0,0,0
795,0,0,0,1
673,1,1,1,0
941,1,1,1,0
992,0,0,0,0
800,0,0,0,1
213,0,0,0,0
562,0,0,0,0
926,0,0,0,0
619,1,1,1,1
215,0,0,0,0
906,0,0,0,0
254,0,0,0,0
417,0,0,0,0
716,0,0,0,0
552,0,0,0,0
184,0,0,0,0
763,0,0,0,0
727,1,1,1,1
692,0,0,0,0
613,1,1,1,1
437,0,0,0,0
343,0,0,0,0
196,0,0,0,0
687,0,0,0,0
932,0,0,0,0
872,0,0,0,0
563,1,1,1,1
532,0,0,0,0
837,0,0,0,0
41,1,1,1,1
26,0,0,0,0
787,1,1,1,1
276,0,0,0,0
773,1,1,1,0
332,0,0,0,1
887,1,1,1,0
678,0,0,0,1
267,0,0,0,0
633,0,0,0,0
166,0,0,0,0
703,0,0,0,0
669,0,0,0,0
807,0,0,0,0
284,0,0,0,0
136,0,0,0,0
354,0,0,0,0
387,0,0,0,0
464,0,0,0,0
108,0,0,0,0
161,0,0,0,0
472,0,0,0,0
141,0,0,0,0
993,0,0,0,0
675,0,0,0,0
562,0,0,0,0
812,0,0,0,0
931,0,0,0,0
578,0,0,0,0
127,1,1,1,1
101,1,1,1,1
144,0,0,0,0
370,0,0,0,0
628,0,0,0,0
828,0,0,0,0
508,0,0,0,0
256,0,0,0,0
64,0,0,0,0
590,0,0,0,0
170,0,0,0,0
530,0,0,0,0
366,0,0,0,0
997,1,1,1,0
695,0,0,0,1
672,0,0,0,0
635,0,0,0,0
236,0,0,0,0
804,0,0,0,0
663,0,0,0,0
601,1,1,1,1
541,1,1,1,1
14,0,0,0,0
45,0,0,0,0
902,0,0,0,0
128,0,0,0,0
822,0,0,0,0
647,1,1,1,1
999,0,0,0,0
734,0,0,0,0
820,0,0,0,0
567,0,0,0,0
557,1,1,1,1
41,1,1,1,1
983,1,1,1,1
481,0,0,0,0
136,0,0,0,0
321,0,0,0,0
319,0,0,0,0
228,0,0,0,0
409,1,1,1,1
18,0,0,0,0
856,0,0,0,0
361,0,0,0,0
852,0,0,0,0
497,0,0,0,0
53,1,1,1,1
729,0,0,0,0
108,0,0,0,0
233,1,1,1,1
2,1,1,1,1
465,0,0,0,0
454,0,0,0,0
949,0,0,0,0
389,1,1,1,1
648,0,0,0,0
963,0,0,0,0
416,0,0,0,0
70,0,0,0,0
748,0,0,0,0
773,1,1,1,1
904,0,0,0,0
137,1,1,1,1
666,0,0,0,0
475,0,0,0,0
675,0,0,0,0
43,1,1,1,1
916,0,0,0,0
335,0,0,0,0
982,0,0,0,0
121,0,0,0,0
949,0,0,0,0
843,0,0,0,0
31,1,1,1,1
709,1,1,1,1
194,0,0,0,1
485,0,0,0,0
449,1,1,1,0
719,1,1,1,0
681,0,0,0,0
314,0,0,0,0
212,0,0,0,1
72,0,0,0,0
544,0,0,0,0
275,0,0,0,0
729,0,0,0,0
295,0,0,0,0
341,0,0,0,0
804,0,0,0,0
297,0,0,0,0
358,0,0,0,0
972,0,0,0,0
329,0,0,0,0
542,0,0,0,0
655,0,0,0,0
440,0,0,0,0
730,0,0,0,0
352,0,0,0,0
902,0,0,0,0
494,0,0,0,0
546,0,0,0,0
364,0,0,0,0
173,1,1,1,1
295,0,0,0,0
205,0,0,0,0
517,0,0,0,0
420,0,0,0,0
477,0,0,0,0
53,1,1,1,1
511,0,0,0,0
627,0,0,0,0
457,1,1,1,1
429,0,0,0,0
427,0,0,0,0
123,0,0,0,0
875,0,0,0,0
770,0,0,0,0
754,0,0,0,0
97,1,1,1,1
606,0,0,0,0
31,1,1,1,1
567,0,0,0,0
960,0,0,0,0
18,0,0,0,0
321,0,0,0,0
398,0,0,0,0
975,0,0,0,0
940,0,0,0,0
96,0,0,0,0
510,0,0,0,0
160,0,0,0,0
711,0,0,0,0
97,1,1,1,1
475,0,0,0,0
454,0,0,0,0
339,0,0,0,0
24,0,0,0,0
609,0,0,0,0
994,0,0,0,0
607,1,1,1,1
759,0,0,0,0
507,0,0,0,0
215,0,0,0,0
832,0,0,0,0
916,0,0,0,0
979,0,0,0,0
723,0,0,0,0
728,0,0,0,0
951,0,0,0,0
531,0,0,0,0
538,0,0,0,0
837,0,0,0,0
853,1,1,1,1
856,0,0,0,0
107,1,1,1,1
73,1,1,1,1
229,1,1,1,1
914,0,0,0,0
325,0,0,0,0
682,0,0,0,0
142,0,0,0,0
517,0,0,0,0
564,0,0,0,0
33,0,0,0,0
219,0,0,0,0
886,0,0,0,0
798,0,0,0,0
69,0,0,0,0
986,0,0,0,0
541,1,1,1,1
789,0,0,0,0
697,0,0,0,0
105,0,0,0,0
232,0,0,0,0
911,1,1,1,1
613,1,1,1,1
654,0,0,0,0
707,0,0,0,0
384,0,0,0,0
380,0,0,0,0
403,0,0,0,0
164,0,0,0,0
899,0,0,0,0
326,0,0,0,0
126,0,0,0,0
358,0,0,0,0
242,0,0,0,0
431,1,1,1,1
400,0,0,0,0
324,0,0,0,0
926,0,0,0,0
156,0,0,0,0
208,0,0,0,0
721,0,0,0,0
506,0,0,0,0
635,0,0,0,0
31,1,1,1,1
749,0,0,0,0
38,0,0,0,0
328,0,0,0,0
702,0,0,0,0
353,1,1,1,0
636,0,0,0,1
59,1,1,1,1
643,1,1,1,1
978,0,0,0,0
227,1,1,1,1
199,1,1,1,1
195,0,0,0,0
645,0,0,0,0
236,0,0,0,0
984,0,0,0,0
235,0,0,0,1
71,1,1,1,0
645,0,0,0,0
252,0,0,0,0
352,0,0,0,0
995,0,0,0,0
162,0,0,0,0
569,1,1,1,1
44,0,0,0,0
667,0,0,0,0
605,0,0,0,0
948,0,0,0,0
646,0,0,0,0
943,0,0,0,0
702,0,0,0,0
392,0,0,0,0
198,0,0,0,0
269,1,1,1,1
794,0,0,0,0
942,0,0,0,0
992,0,0,0,0
633,0,0,0,0
38,0,0,0,0
221,0,0,0,0
792,0,0,0,0
824,0,0,0,0
129,0,0,0,0
313,1,1,1,1
564,0,0,0,0
580,0,0,0,0
966,0,0,0,0
904,0,0,0,0
44,0,0,0,0
682,0,0,0,0
606,0,0,0,0
959,0,0,0,0
25,0,0,0,0
43,1,1,1,1
36,0,0,0,0
35,0,0,0,0
613,1,1,1,1
893,0,0,0,0
464,0,0,0,0
765,0,0,0,0
113,1,1,1,1
549,0,0,0,0
585,0,0,0,0
798,0,0,0,0
321,0,0,0,0
518,0,0,0,0
962,0,0,0,0
356,0,0,0,0
747,0,0,0,0
713,0,0,0,0
912,0,0,0,0
496,0,0,0,0
632,0,0,0,0
958,0,0,0,0
665,0,0,0,0
952,0,0,0,0
963,0,0,0,0
623,0,0,0,0
421,1,1,1,1
426,0,0,0,0
548,0,0,0,0
403,0,0,0,0
279,0,0,0,0
452,0,0,0,0
851,0,0,0,0
786,0,0,0,0
492,0,0,0,0
980,0,0,0,0
100,0,0,0,0
720,0,0,0,0
976,0,0,0,0
704,0,0,0,0
561,0,0,0,0
27,0,0,0,0
889,0,0,0,0
964,0,0,0,0
324,0,0,0,0
630,0,0,0,0
197,1,1,1,1
77,0,0,0,0
553,0,0,0,0
213,0,0,0,0
982,0,0,0,0
955,0,0,0,0
451,0,0,0,0
547,1,1,1,0
441,0,0,0,1
968,0,0,0,0
856,0,0,0,0
3,1,1,1,1
81,0,0,0,0
189,0,0,0,0
745,0,0,0,0
878,0,0,0,0
239,1,1,1,1
149,1,1,1,1
547,1,1,1,1
650,0,0,0,0
140,0,0,0,0
376,0,0,0,0
569,1,1,1,1
17,1,1,1,1
412,0,0,0,0
690,0,0,0,0
111,0,0,0,0
610,0,0,0,0
828,0,0,0,0
796,0,0,0,0
737,0,0,0,0
329,0,0,0,0
216,0,0,0,0
252,0,0,0,0
759,0,0,0,0
968,0,0,0,0
568,0,0,0,0
205,0,0,0,0
690,0,0,0,0
188,0,0,0,0
181,1,1,1,1
617,1,1,1,1
278,0,0,0,0
792,0,0,0,0
640,0,0,0,0
820,0,0,0,0
459,0,0,0,0
877,1,1,1,0
340,0,0,0,1
443,1,1,1,1
276,0,0,0,0
380,0,0,0,0
501,0,0,0,0
163,1,1,1,1
121,0,0,0,0
812,0,0,0,0
216,0,0,0,0
839,1,1,1,1
918,0,0,0,0
250,0,0,0,0
92,0,0,0,0
730,0,0,0,0
928,0,0,0,0
284,0,0,0,0
448,0,0,0,0
403,0,0,0,0
775,0,0,0,0
76,0,0,0,0
13,1,1,1,1
932,0,0,0,0
473,0,0,0,0
729,0,0,0,0
718,0,0,0,0
10,0,0,0,0
168,0,0,0,0
637,0,0,0,0
923,0,0,0,0
310,0,0,0,0
467,1,1,1,1
195,0,0,0,0
187,0,0,0,0
559,0,0,0,0
489,0,0,0,0
389,1,1,1,1
547,1,1,1,1
293,1,1,1,1
723,0,0,0,0
33,0,0,0,0
279,0,0,0,0
58,0,0,0,0
870,0,0,0,0
670,0,0,0,0
300,0,0,0,0
2,1,1,1,1
979,0,0,0,0
883,1,1,1,1
839,1,1,1,0
10,0,0,0,1
55,0,0,0,0
514,0,0,0,0
684,0,0,0,0
586,0,0,0,0
400,0,0,0,0
305,0,0,0,0
451,0,0,0,0
318,0,0,0,0
193,1,1,1,1
15,0,0,0,0
663,0,0,0,0
892,0,0,0,0
203,0,0,0,0
808,0,0,0,0
460,0,0,0,0
795,0,0,0,0
131,1,1,1,1
532,0,0,0,0
30,0,0,0,0
240,0,0,0,0
787,1,1,1,1
297,0,0,0,0
46,0,0,0,0
114,0,0,0,0
896,0,0,0,0
864,0,0,0,0
542,0,0,0,0
678,0,0,0,0
119,0,0,0,0
172,0,0,0,0
80,0,0,0,0
670,0,0,0,0
455,0,0,0,0
342,0,0,0,0
79,1,1,1,1
223,1,1,1,1
433,1,1,1,1
505,0,0,0,0
598,0,0,0,0
372,0,0,0,0
843,0,0,0,0
687,0,0,0,0
805,0,0,0,0
196,0,0,0,0
817,0,0,0,0
60,0,0,0,0
970,0,0,0,0
461,1,1,1,1
948,0,0,0,0
62,0,0,0,0
679,0,0,0,0
50,0,0,0,0
628,0,0,0,0
844,0,0,0,0
667,0,0,0,0
799,0,0,0,0
112,0,0,0,0
734,0,0,0,0
411,0,0,0,0
192,0,0,0,0
712,0,0,0,0
928,0,0,0,0
7,1,1,1,1
256,0,0,0,0
610,0,0,0,0
506,0,0,0,0
731,0,0,0,0
868,0,0,0,0
254,0,0,0,0
700,0,0,0,0
814,0,0,0,0
880,0,0,0,0
438,0,0,0,0
721,0,0,0,0
973,0,0,0,0
358,0,0,0,0
138,0,0,0,0
248,0,0,0,0
599,1,1,1,1
816,0,0,0,0
634,0,0,0,0
478,0,0,0,0
998,0,0,0,0
122,0,0,0,0
347,1,1,1,1
214,0,0,0,0
795,0,0,0,0
739,1,1,1,1
520,0,0,0,0
53,1,1,1,1
405,0,0,0,0
915,0,0,0,0
7,1,1,1,1
245,0,0,0,0
933,0,0,0,0
682,0,0,0,0
180,0,0,0,0
793,0,0,0,0
625,0,0,0,0
903,0,0,0,0
17,1,1,1,1
537,0,0,0,0
326,0,0,0,0
634,0,0,0,0
645,0,0,0,0
532,0,0,0,0
231,0,0,0,0
609,0,0,0,0
784,0,0,0,0
329,0,0,0,0
784,0,0,0,0
439,1,1,1,1
501,0,0,0,0
884,0,0,0,0
512,0,0,0,0
201,0,0,0,0
344,0,0,0,0
18,0,0,0,0
945,0,0,0,0
942,0,0,0,0
526,0,0,0,0
663,0,0,0,1
751,1,1,1,0
515,0,0,0,0
824,0,0,0,0
938,0,0,0,1
569,1,1,1,1
37,1,1,1,0
274,0,0,0,0
49,0,0,0,0
710,0,0,0,0
606,0,0,0,1
283,1,1,1,0
926,0,0,0,0
546,0,0,0,0
83,1,1,1,1
452,0,0,0,0
403,0,0,0,0
501,0,0,0,1
7,1,1,1,0
113,1,1,1,1
883,1,1,1,1
105,0,0,0,0
557,1,1,1,1
353,1,1,1,1
486,0,0,0,0
667,0,0,0,0
242,0,0,0,0
394,0,0,0,0
693,0,0,0,0
350,0,0,0,0
550,0,0,0,0
725,0,0,0,0
137,1,1,1,0
417,0,0,0,1
